CPU2 Load [%],Battery Status,android_Start Time (Seconds),android_End Time (Seconds),GPU Frequency [KHz],android_Energy Consumption (Joule),CPU3 Frequency [kHz],device,android_Duration (Seconds),subject,Screen Brightness,CPU1 Frequency [kHz],CPU4 Frequency [kHz],Battery Power* [uW],CPU4 Load [%],CPU3 Load [%],GPU Load [%],CPU1 Load [%],CPU2 Frequency [kHz],browser
53.67006612366439,3.0,27.112167647769507,27.462406481697162,282746.7900106449,0.05930689308950197,619390.7841002927,nexus7,0.3502388339276929,httpswwwtrivagocom,255.0,1243441.0320171157,305635.1371894002,172484.17629507292,12.790656795035408,28.31923663763982,4.74380746191664,51.30864446488001,1238412.2746040088,comandroidchrome
54.43531276605279,3.0,26.622156021101063,27.004810195368133,378785.2309898284,0.06001802253825541,954266.4672671057,nexus7,0.3826541742670715,httpswwwchromestatuscomfeatures,255.0,1235994.7249120434,321829.2781287808,1093594.592911234,14.307809069319354,44.33491284670878,32.63664471031053,56.028283165403,1228786.4632343056,comandroidchrome
29.127295816158682,3.0,26.39635627984428,26.722441137980596,320959.79024850857,0.053278240444656545,226057.6660566196,nexus7,0.326084858136333,httpswiki-offlinejakearchibaldcom,255.0,1092409.251013697,145178.76266149638,163758.51655130132,6.575427762778271,9.855551604343214,0.1705234400009664,40.86949946399621,830774.3098131405,comandroidchrome
48.908387577474684,3.0,26.748750173682506,27.09441193378009,282683.73473048775,0.05853004624662258,641288.5552929564,nexus7,0.3456617600976027,httpsmubercom,255.0,1237520.853668954,242976.4537714627,182276.4619926219,10.100435187030763,27.285906362810888,5.694691983763142,51.997137668435265,1202010.4534107845,comandroidchrome
69.86251662431393,3.0,26.322524099678585,27.279129821265954,294958.37316960044,0.15674022736696633,1091800.4366844064,nexus7,0.9566057215873731,httpstoppletrumpcom,255.0,1406697.9665222506,613375.5915756257,534287.4397423022,30.184385001637406,54.41708751219377,6.324607926576269,67.24693871496498,1417600.3757589646,comandroidchrome
48.06314723590585,3.0,27.53051579785441,27.83813153824879,265956.09391560755,0.04986200294194625,446435.98280133255,nexus7,0.30761574039435463,httpsjakearchibald-gcmappspotcom,255.0,1175873.7822830945,213521.25003559326,270077.256828877,10.038423582043274,19.38095978435225,7.317775120147055,46.19574674272847,1145819.8943326909,comandroidchrome
57.91488289410009,3.0,27.297268245668818,27.698185287786412,281911.0452350579,0.06456900734432293,652477.355048196,nexus7,0.4009170421176171,httpsaerotwistcomblogguitar-tuner,255.0,1293421.7716236657,340001.5718088325,530403.0478873778,14.996063507183166,31.0824824493133,5.784078455029991,54.79155338593103,1277143.9702252054,comandroidchrome
47.38238069927326,3.0,27.31729745129599,27.6451116848239,295016.020577655,0.05444146876583119,690297.9811498049,nexus7,0.32781423352789135,httpsresume-nationgithubio,255.0,1218364.5760604423,346643.5411031066,413229.92479060084,15.151147432064313,33.75049564812969,8.057514450867052,49.810540036890444,1142564.717104701,comandroidchrome
49.412198479814755,3.0,27.240168219642126,27.61352698755996,284091.58783388935,0.06258937451872125,582972.5732407128,nexus7,0.3733587679178257,httpstwittercom,255.0,1259057.878666375,371624.98414376314,303471.104583086,16.22239076814658,25.447647362327597,5.707966186669073,52.008633846773385,1170116.0752038658,comandroidchrome
55.15856894053757,3.0,26.767667639333833,27.02993991318395,222274.08722488242,0.041334747881837906,1107096.2070047113,nexus7,0.26227227385014223,httpstindercom,255.0,1138511.3157898802,387987.34535138676,656642.3052952648,17.854366922489376,53.83390812323372,46.50292648406272,56.65175573592421,1141127.6473942085,comandroidchrome
44.13682321988356,3.0,27.59736915126435,27.905124808725578,302517.341394238,0.05067996292253374,377471.0893416928,nexus7,0.30775565746121497,httpsjsfeaturesin,255.0,1129317.2884012542,186248.57851918196,235268.50409911925,7.48857970095039,17.735617442901926,2.5343241528586358,44.64290963825447,1117947.2712345126,comandroidchrome
