CPU2 Load [%],Battery Status,android_Start Time (Seconds),android_End Time (Seconds),GPU Frequency [KHz],android_Energy Consumption (Joule),CPU3 Frequency [kHz],device,android_Duration (Seconds),subject,Screen Brightness,CPU1 Frequency [kHz],CPU4 Frequency [kHz],Battery Power* [uW],CPU4 Load [%],CPU3 Load [%],GPU Load [%],CPU1 Load [%],CPU2 Frequency [kHz],browser
50.75713440689847,3.0,19.158751314993392,19.40927195925458,245794.5399898213,0.048846658905400235,732630.4001382767,nexus7,0.2505206442611852,httpspwarocks,255.0,1241267.3891625616,371757.50583354937,467032.59432278015,15.11586869472532,29.900359423462874,12.372751994929855,51.976004378763,1252640.063952986,comandroidchrome
49.33708919489437,3.0,18.9074544558605,19.161554816302978,206566.68333255252,0.05130171971878328,524207.9350794751,nexus7,0.2541003604424596,httpsdevoperacom,255.0,1175771.2009813872,254547.24453206782,356875.75268975267,10.16286703888332,20.866670780139657,14.852108934120608,48.89126104129957,1208334.3818616385,comandroidchrome
43.200501627798815,3.0,18.921947512129766,19.16922518322827,216707.30111934664,0.048091904859823544,397661.58394791046,nexus7,0.24727767109849705,httpswwwdatememecom,255.0,1165214.5040196667,176138.92764600358,246106.3361404558,6.340464642437934,14.955551126171017,10.865838964059664,46.4627820964277,1150011.5939140257,comandroidchrome
50.323159296622634,3.0,18.663984099647063,18.920078214836092,171582.505714801,0.050916653307150866,584085.025632722,nexus7,0.25609411518903386,httpsdevelopersgooglecom,255.0,1199288.305569731,304276.9472008701,390052.6566433835,13.244652991891497,26.071992992500622,16.10039267229215,51.281790944732,1191452.526763128,comandroidchrome
47.981980121954216,3.0,18.876208959736093,19.1438351653285,156535.29320981735,0.05186186255893585,460390.91922687815,nexus7,0.26762620559240363,httpseventsgooglecomio2016,255.0,1200245.5103385972,242349.42682214026,229948.47334202833,9.732103974934136,19.190808027872247,13.538789652848921,49.45651402865196,1183130.9969018681,comandroidchrome
46.679317794581486,3.0,19.099506618991658,19.349695476611398,214263.33167856824,0.050756559382182764,343602.7080639005,nexus7,0.2501888576197382,httpspwa-memory-gamesurgesh,255.0,1125645.0834780794,151079.91401769975,206606.82343707434,5.922028140498018,13.994673851613998,9.293156973561945,46.0038294372776,1127890.1770988607,comandroidchrome
52.25667691968519,3.0,18.938572973866616,19.195125844719854,172947.7886297699,0.04968516678635836,493782.73755594617,nexus7,0.256552870853241,httpscloserintime,255.0,1184456.5760505192,270740.50161269866,340582.4909639297,11.066020983202568,19.820174097462566,14.183714197486124,50.69516195440553,1194277.9953461261,comandroidchrome
46.27996340615672,3.0,19.2676341448112,19.50604873061882,162331.25252486457,0.046035519268816875,406758.69402999897,nexus7,0.23841458580761285,httpswwwamitmerchantcomnotepad,255.0,1151012.643507845,186836.30172589878,213234.24486299974,8.136290187609585,16.247023882106653,14.856853839801817,47.456544114753626,1136247.5734249249,comandroidchrome
47.3935433012179,3.0,18.895732764030665,19.149306902512123,162271.49047458806,0.05019891974029541,401921.73635832313,nexus7,0.253574138481465,httpsgpacalculatorio,255.0,1141494.4328207348,245998.70379717695,301387.9295181875,11.532006210556766,17.596725215332754,14.813070801527843,48.558788129689646,1138242.3733241237,comandroidchrome
54.054779125649794,3.0,19.3731636128192,19.581410307848845,189983.2461105111,0.04066940449984607,870885.0165252095,nexus7,0.20824669502963755,httpsappdevspaceio,255.0,1182395.6567051867,388393.4069898778,485925.74184626277,15.610296374754775,37.21668967628924,34.867010433260766,53.00818064832799,1181647.1612795566,comandroidchrome
46.834741235858694,3.0,18.91550630324367,19.17681735714934,156329.88898351666,0.05150658159386465,370911.31176726404,nexus7,0.2613110539056563,httpsgithub-ecom,255.0,1162390.1975706841,153598.0748787456,215185.31039113482,6.36775267122088,15.794113524119005,14.568832572787874,49.39263171882268,1131093.0797410018,comandroidchrome
45.64777956966517,3.0,18.908836913840606,19.153712566470773,226209.99588987627,0.0488218268146339,439783.31806921406,nexus7,0.24487565263017555,httpsdemopwacom,255.0,1197244.460289561,190111.51190497764,288297.3015875802,6.954258178757879,15.321213527685522,11.156018618946662,49.75657402206235,1136003.9184348972,comandroidchrome
47.58258587469271,3.0,19.415856345377993,19.650889861555537,228779.8173548437,0.04427258023342726,551416.9158195469,nexus7,0.23503351617753498,httpswwwextrange-labscomexterium,255.0,1163218.5236861336,222471.58498315033,449661.1289131811,9.201614896947278,22.056026177662616,23.046209876085396,48.571922131419846,1143258.3549265831,comandroidchrome
52.684419690224956,3.0,18.79164580788897,19.075306409539124,225332.7710258426,0.05510976504771365,628723.1171592344,nexus7,0.283660601650166,httpswwwcurrency-xcom,255.0,1230210.239352867,295024.39168946794,467301.2641025833,12.652969420564595,26.482155368716064,15.074886239958744,52.740392954359216,1241523.3082519434,comandroidchrome
51.74823934484822,3.0,18.746040997356204,19.01048945629945,190173.74147920674,0.051827325974967337,575088.3784344085,nexus7,0.2644484589432438,httpsnaramsimgithubiocolosseum,255.0,1187191.230719582,385739.75347681233,538880.9478493308,17.450401642919193,24.799242344941458,21.965861210641304,50.899503126243445,1204134.5191850162,comandroidchrome
48.3859344894027,3.0,18.91830528539801,19.16168921034407,150579.2025297819,0.04770611133118465,442733.5755573905,nexus7,0.24338392494606276,httpsapppregbuddycom,255.0,1166153.150526306,177220.61106523534,247762.13881365265,7.099681664842305,18.02434351775392,14.654321913467633,47.81525014949173,1134992.8984310487,comandroidchrome
43.39985449913263,3.0,18.887490698153197,19.136177006485212,245922.30496930596,0.04851987894617624,390253.8762890557,nexus7,0.2486863083320193,httpsairhornercom,255.0,1152383.8144527876,169968.81685326368,195014.37742416095,6.500150909940533,14.438794864901196,6.832058296366,45.21426820681223,1127848.6883797746,comandroidchrome
49.09747981908592,3.0,18.86695869147862,19.114524752311258,157153.96398277604,0.0482522583487843,435800.1698856656,nexus7,0.24756606083262697,httpspokequestwiki,255.0,1147044.3330802794,231296.24282765473,280750.8987429777,10.938173986760859,19.302860044479385,16.650481790124257,48.833815465405245,1137140.0141504358,comandroidchrome
52.930568163482256,3.0,18.83472393168078,19.101944128799527,228355.32522755963,0.05625342627974995,538615.08736961,nexus7,0.2672201971187395,httpsplatform-statusmozillaorg,255.0,1207711.5764495954,189190.42170904638,506250.33206213155,7.40638128774864,22.575644870930898,15.915924744756715,49.817012380129775,1231549.3725144034,comandroidchrome
49.451467126129025,3.0,19.262890512458373,19.498850472023893,208790.12937254316,0.04572369829655857,629383.1464125869,nexus7,0.23595995956551927,httpspaytmcom,255.0,1206966.0098047592,233962.23308715736,393447.8439402338,9.893216615095977,24.246850477855812,16.229409426780112,49.38182149486838,1195641.41521856,comandroidchrome
47.849772139804024,3.0,18.977303682018,19.222734119705038,185161.57914923216,0.046690369473593375,529206.3528742535,nexus7,0.24543043768704317,httpsmediumcom,255.0,1156762.311336262,316435.03512300603,331701.30998261465,14.191118224731438,21.867163103600717,15.853271264024007,49.04848276933462,1161651.8923883904,comandroidchrome
47.33321709650392,3.0,18.856095791295097,19.10568190859695,161615.5543360367,0.05147680412013697,288345.15690159943,nexus7,0.24958611730185298,httpsoutwebio,255.0,1116481.8238012402,121591.5704397257,206249.5680435847,4.666451189332892,12.205513954934176,14.363757624869095,48.27966222203815,1116554.5448117096,comandroidchrome
51.18546714018406,3.0,18.67225114674516,18.923029507964728,182620.9035017375,0.04851305361119868,653786.9190056135,nexus7,0.250778361219568,httpsdeanhumegithubiobeer,255.0,1218706.5253751862,372190.05613472336,363391.5571905907,16.97921678695536,28.739342498186126,15.734389200748462,51.57675426738458,1189857.3353190515,comandroidchrome
