CPU2 Load [%],Battery Status,android_Start Time (Seconds),android_End Time (Seconds),GPU Frequency [KHz],android_Energy Consumption (Joule),CPU3 Frequency [kHz],device,android_Duration (Seconds),subject,Screen Brightness,CPU1 Frequency [kHz],CPU4 Frequency [kHz],Battery Power* [uW],CPU4 Load [%],CPU3 Load [%],GPU Load [%],CPU1 Load [%],CPU2 Frequency [kHz],browser
40.44159282801707,3.0,30.60796468636949,30.90026976177657,247933.0708812628,0.04698307673823401,369718.7177616039,nexus7,0.2923050754070839,httpsreact-hnappspotcom,255.0,1109381.0663875712,158418.83893764523,202980.16909879723,6.723057726652968,16.550026341226097,6.936284333524415,44.26324345950237,1034612.4498300463,comandroidchrome
36.59364866812146,3.0,31.22413020179127,31.6500213037956,317785.8384522925,0.06769015214002873,360475.76394026546,nexus7,0.4258911020043392,httpspwarocks,255.0,1110314.993370592,195310.29925008217,255293.924711229,9.045907900152468,16.886527743335,0.781282578626609,42.49820876983624,999969.7927565757,comandroidchrome
41.5072421724792,3.0,31.15717950531445,31.495844250911883,288935.1764723454,0.05393709028970691,394616.65569621423,nexus7,0.3386647455974305,httpsdevoperacom,255.0,1179905.705098788,191549.63704799034,269490.7847579856,7.422612857885256,17.140103299942986,4.786254834338443,44.60271433714519,1133925.5685707356,comandroidchrome
42.85943841474241,3.0,31.146452409389383,31.520835687879828,305644.9420806467,0.06327412762148896,439848.5753774929,nexus7,0.3743832784904366,httpswwwdatememecom,255.0,1194807.5878888855,159574.78911898882,257717.4660151822,6.586424064419439,18.423470129577154,2.241703402230865,45.208848325806684,1112699.5396272829,comandroidchrome
59.53381841421706,3.0,28.356490512426095,28.936257141737382,281917.92350452906,0.0946657601228768,1011775.680970415,nexus7,0.5797666293113135,httpswwwampprojectorg,255.0,1375350.9257097298,431211.1227540648,1125913.9535388567,20.441004837520683,44.63299609897776,27.748394348105332,59.78315878394412,1364909.0460054863,comandroidchrome
45.28109856535767,3.0,30.913600891317884,31.235841850978385,229688.83470618504,0.05038886603980794,341932.09222420066,nexus7,0.32224095966050026,httpssmaller-picturesappspotcom,255.0,1091752.8092105887,178885.4690000841,201410.39717009966,6.715966295988987,15.60934878003934,8.896843947632313,41.83932374187636,1080924.6257011874,comandroidchrome
50.79303147077713,3.0,31.097000330779068,31.437345240133066,172951.23968687342,0.055224969571813276,495678.7028753401,nexus7,0.3403449093540026,httpssplittypiecom,255.0,1179485.5787465475,239424.34559706305,294682.9999694836,10.367373668545037,22.511064126157112,15.977607207844748,51.18900332520226,1185400.3714988087,comandroidchrome
59.00399015261871,3.0,30.51848563301711,30.904723953393926,155460.3092214231,0.062045437082601934,736059.4836551057,nexus7,0.38623832037680494,httpsdevelopersgooglecom,255.0,1233460.0276997795,501017.29166543664,625669.7719797073,25.359299267904273,35.43291765915776,16.619858835363722,55.669328102274655,1259158.1331190653,comandroidchrome
59.96440149403802,3.0,30.198615426482974,30.598220651407484,178946.2527954637,0.0655894112150296,769411.3537063684,nexus7,0.3996052249244951,httpswwwtaskadecom,255.0,1303763.4020359789,460540.1127894244,559976.1357328559,20.911109808047986,36.15969956569791,14.020688786377264,56.94813625746858,1301212.2472247335,comandroidchrome
36.84709448193602,3.0,30.730757168788426,31.06235204433671,265773.62757102045,0.052553241650194066,352799.29876515083,nexus7,0.3315948755482784,httpsqrcodescanin,255.0,1139939.930040891,144288.6745066773,182128.74945917213,5.860699842756848,16.503482382123003,5.0013380221532495,44.0932235795122,977557.102233359,comandroidchrome
